timestamp,open,high,low,close,volume
2022-05-03 15:00:00,2822.29,2836.0,2815.66,2822.21,1137076.863217
2022-05-03 16:00:00,2822.21,2827.51,2800.04,2806.46,1812692.072966
2022-05-03 17:00:00,2806.45,2826.21,2802.69,2802.69,1521778.243139
2022-05-03 18:00:00,2802.69,2802.7,2770.0,2783.95,2837805.115223
2022-05-03 19:00:00,2783.96,2785.04,2761.03,2773.43,1466021.9509819995
2022-05-03 20:00:00,2773.43,2793.27,2755.19,2783.78,1330499.553222
2022-05-03 21:00:00,2783.78,2798.0,2769.99,2787.22,1523718.197462
2022-05-03 22:00:00,2787.22,2800.44,2780.17,2784.9,1121339.738195
2022-05-03 23:00:00,2784.9,2788.98,2775.02,2781.7,691340.929546
2022-05-04 00:00:00,2781.7,2797.1,2771.74,2793.7,1197988.486314
2022-05-04 01:00:00,2793.71,2797.55,2786.17,2788.5,353372.389363
2022-05-04 02:00:00,2788.51,2810.58,2787.5,2793.01,1035994.325755
2022-05-04 03:00:00,2793.01,2803.78,2793.0,2798.04,319616.177354
2022-05-04 04:00:00,2798.04,2813.81,2793.16,2794.01,672331.954979
2022-05-04 05:00:00,2794.01,2797.75,2789.04,2793.54,488726.354272
2022-05-04 06:00:00,2793.54,2817.78,2793.09,2816.89,871723.239761
2022-05-04 07:00:00,2816.9,2833.7,2810.47,2829.42,767819.9445839999
2022-05-04 08:00:00,2829.42,2848.0,2827.15,2843.47,966986.903085
2022-05-04 09:00:00,2843.47,2846.42,2829.01,2832.73,813544.8840590001
2022-05-04 10:00:00,2832.72,2870.01,2830.14,2864.54,1127154.659646
2022-05-04 11:00:00,2864.54,2888.75,2856.5,2870.54,1424666.623812
2022-05-04 12:00:00,2870.53,2883.72,2848.45,2859.77,1386210.820071
2022-05-04 13:00:00,2859.77,2869.21,2834.77,2837.08,1435203.905481
2022-05-04 14:00:00,2837.09,2847.11,2834.6,2838.04,925970.176841
2022-05-04 15:00:00,2838.04,2852.0,2826.13,2844.26,1571523.056137
2022-05-04 16:00:00,2844.27,2874.44,2835.46,2857.86,2065393.272139
2022-05-04 17:00:00,2857.86,2862.73,2836.37,2852.27,2378347.768168
2022-05-04 18:00:00,2852.27,2947.57,2826.67,2935.0,10654351.689743
2022-05-04 19:00:00,2935.0,2965.85,2929.78,2955.71,4196044.9688
2022-05-04 20:00:00,2955.7,2958.61,2944.09,2946.0,987700.081599
2022-05-04 21:00:00,2946.0,2952.33,2933.31,2935.35,814966.8437300001
2022-05-04 22:00:00,2935.35,2938.36,2923.41,2925.3,1436829.2835830003
2022-05-04 23:00:00,2925.29,2945.0,2921.2,2940.64,739146.4148690001
2022-05-05 00:00:00,2940.65,2954.65,2937.57,2942.99,1091604.726411
2022-05-05 01:00:00,2942.99,2949.6,2940.0,2940.86,470759.818246
2022-05-05 02:00:00,2940.86,2952.44,2939.46,2947.49,536072.017404
2022-05-05 03:00:00,2947.48,2947.49,2937.21,2941.6,407502.808912
2022-05-05 04:00:00,2941.59,2948.2,2938.29,2945.45,255681.11022
2022-05-05 05:00:00,2945.45,2951.63,2927.54,2931.61,1156846.759809
2022-05-05 06:00:00,2931.61,2939.98,2927.44,2928.66,902921.912445
2022-05-05 07:00:00,2928.63,2938.78,2925.0,2934.06,710477.4359009999
2022-05-05 08:00:00,2934.06,2936.77,2917.64,2925.04,1238607.445514
2022-05-05 09:00:00,2925.05,2932.72,2916.48,2923.8,995148.395436
2022-05-05 10:00:00,2923.81,2938.78,2923.35,2928.06,750801.0913239999
2022-05-05 11:00:00,2928.05,2933.28,2921.6,2925.67,557993.26572
2022-05-05 12:00:00,2925.67,2935.0,2922.42,2929.47,683076.9246860001
2022-05-05 13:00:00,2929.46,2929.84,2891.68,2894.21,1739253.745869
2022-05-05 14:00:00,2894.22,2904.0,2810.0,2830.42,4792527.584691
2022-05-05 15:00:00,2830.27,2831.12,2728.41,2742.85,9170490.840375
2022-05-05 16:00:00,2742.85,2771.96,2728.72,2760.27,4544232.521111
2022-05-05 17:00:00,2760.28,2771.65,2742.0,2743.04,2471314.737501
2022-05-05 18:00:00,2743.03,2752.94,2704.26,2728.99,5915640.42344
2022-05-05 19:00:00,2729.0,2733.18,2683.0,2729.12,5838877.829641
2022-05-05 20:00:00,2729.12,2756.5,2714.08,2756.44,2202309.269607
2022-05-05 21:00:00,2756.44,2756.51,2735.46,2738.21,1391293.991392
2022-05-05 22:00:00,2738.22,2747.7,2732.99,2736.83,1037339.809306
2022-05-05 23:00:00,2736.83,2753.02,2735.24,2747.97,1282068.971473
2022-05-06 00:00:00,2747.96,2751.78,2724.0,2737.67,1454744.457968
2022-05-06 01:00:00,2737.67,2740.52,2725.26,2739.15,973687.483918
2022-05-06 02:00:00,2739.15,2758.18,2738.94,2746.6,738912.259917
2022-05-06 03:00:00,2746.61,2752.4,2739.34,2746.39,547574.430894
2022-05-06 04:00:00,2746.38,2746.98,2734.07,2746.97,1006283.525314
2022-05-06 05:00:00,2746.97,2752.25,2743.51,2751.63,341004.691653
2022-05-06 06:00:00,2751.63,2755.91,2742.7,2743.17,374450.327238
2022-05-06 07:00:00,2743.16,2746.53,2694.09,2730.2,2858338.1192740006
2022-05-06 08:00:00,2730.21,2744.88,2717.05,2719.52,3293267.1935070003
2022-05-06 09:00:00,2719.51,2738.44,2717.81,2732.69,888031.412691
2022-05-06 10:00:00,2732.68,2735.34,2673.53,2688.91,2293641.720975
2022-05-06 11:00:00,2688.91,2706.65,2660.2,2676.04,3879532.89859
2022-05-06 12:00:00,2676.04,2724.0,2669.13,2683.13,4941678.263185
2022-05-06 13:00:00,2683.12,2700.91,2632.95,2664.64,6709513.572211
2022-05-06 14:00:00,2664.64,2705.51,2649.52,2697.18,7393418.306759
2022-05-06 15:00:00,2697.18,2727.47,2682.89,2688.25,4316404.555362
2022-05-06 16:00:00,2688.15,2713.54,2684.99,2710.81,3457974.3275709995
2022-05-06 17:00:00,2710.81,2712.65,2679.73,2685.24,2322967.920426
2022-05-06 18:00:00,2685.24,2694.67,2674.11,2683.84,1593572.182045
2022-05-06 19:00:00,2683.83,2702.92,2669.58,2689.31,2256426.767927
2022-05-06 20:00:00,2689.3,2708.0,2674.33,2705.69,1196915.38299
2022-05-06 21:00:00,2705.7,2706.66,2682.25,2689.24,791040.852713
2022-05-06 22:00:00,2689.02,2702.22,2685.14,2695.32,953333.968361
2022-05-06 23:00:00,2695.31,2707.34,2691.77,2692.85,552491.3226389999
2022-05-07 00:00:00,2692.86,2698.27,2683.43,2686.87,798783.4841640001
2022-05-07 01:00:00,2686.86,2695.0,2677.43,2687.85,856069.665043
2022-05-07 02:00:00,2687.85,2688.58,2679.78,2682.14,472185.064974
2022-05-07 03:00:00,2682.15,2684.32,2665.05,2669.42,1075437.644962
2022-05-07 04:00:00,2669.43,2673.5,2655.31,2656.66,1072677.428238
2022-05-07 05:00:00,2656.65,2678.24,2653.33,2678.24,945586.1493830002
2022-05-07 06:00:00,2678.23,2678.59,2659.47,2662.25,1180528.818044
2022-05-07 07:00:00,2662.26,2674.96,2656.32,2672.45,766354.8533190001
2022-05-07 08:00:00,2672.45,2692.4,2667.58,2685.42,1407893.810093
2022-05-07 09:00:00,2685.43,2694.87,2681.08,2684.0,945835.391502
2022-05-07 10:00:00,2684.0,2695.65,2678.53,2691.64,771080.586317
2022-05-07 11:00:00,2691.65,2698.55,2684.02,2688.9,575691.7439700001
2022-05-07 12:00:00,2688.89,2690.76,2680.0,2688.35,708144.814573
2022-05-07 13:00:00,2688.34,2689.38,2671.8,2674.7,996847.721705
2022-05-07 14:00:00,2674.69,2690.75,2672.65,2688.64,590546.9163840001
2022-05-07 15:00:00,2688.65,2704.36,2685.0,2692.67,957651.18562
2022-05-07 16:00:00,2692.67,2695.82,2680.8,2690.85,594683.702456
2022-05-07 17:00:00,2690.85,2691.52,2680.65,2682.32,393372.071749
2022-05-07 18:00:00,2682.31,2700.8,2681.41,2687.77,881079.4233279999
2022-05-07 19:00:00,2687.78,2690.4,2681.03,2682.94,327751.997706
2022-05-07 20:00:00,2682.95,2683.12,2668.15,2674.09,690510.880164
2022-05-07 21:00:00,2674.09,2677.42,2616.0,2621.74,3090939.5547470003
2022-05-07 22:00:00,2621.56,2636.0,2584.75,2602.95,3239099.193014
2022-05-07 23:00:00,2602.95,2655.0,2599.83,2635.34,2737831.546869
2022-05-08 00:00:00,2635.35,2642.0,2615.52,2618.29,1036849.03534
2022-05-08 01:00:00,2618.29,2626.29,2595.48,2595.49,2254329.318533
2022-05-08 02:00:00,2595.49,2601.73,2526.58,2549.5,6291392.210182
2022-05-08 03:00:00,2549.51,2553.29,2517.0,2545.08,2480471.7516340003
2022-05-08 04:00:00,2545.08,2558.55,2535.89,2536.17,1123554.9641300002
2022-05-08 05:00:00,2536.17,2550.0,2530.0,2537.24,1527226.5955269998
2022-05-08 06:00:00,2537.24,2568.9,2537.01,2560.75,1107823.508841
2022-05-08 07:00:00,2560.75,2569.21,2554.04,2556.6,843196.474
2022-05-08 08:00:00,2556.6,2567.52,2550.08,2562.96,1174517.106493
2022-05-08 09:00:00,2562.95,2567.0,2548.2,2550.93,732806.581006
2022-05-08 10:00:00,2550.93,2576.2,2546.08,2567.25,991422.778565
2022-05-08 11:00:00,2567.26,2577.08,2563.32,2568.09,679028.940255
2022-05-08 12:00:00,2567.97,2579.03,2551.97,2556.36,1307423.2089550002
2022-05-08 13:00:00,2556.35,2561.0,2520.01,2524.0,2522313.706054
2022-05-08 14:00:00,2523.99,2543.68,2512.85,2525.68,2972363.784381
2022-05-08 15:00:00,2525.69,2545.79,2515.63,2517.0,1785380.992199
2022-05-08 16:00:00,2516.99,2536.41,2516.61,2521.4,1268205.286413
2022-05-08 17:00:00,2521.4,2535.0,2484.0,2529.48,6382676.493221
2022-05-08 18:00:00,2529.49,2571.78,2512.78,2562.08,2873036.0707930005
2022-05-08 19:00:00,2562.08,2571.69,2558.84,2562.01,912076.299638
2022-05-08 20:00:00,2562.0,2564.69,2539.03,2540.64,1177831.321117
2022-05-08 21:00:00,2540.65,2557.36,2540.64,2555.57,483286.8963779999
2022-05-08 22:00:00,2555.57,2557.55,2523.01,2539.46,2336615.625183
2022-05-08 23:00:00,2539.47,2540.65,2508.8,2519.71,1355376.1964079998
2022-05-09 00:00:00,2519.71,2530.29,2513.29,2524.38,1171610.7108220002
2022-05-09 01:00:00,2524.39,2530.78,2503.09,2505.82,1375572.542424
2022-05-09 02:00:00,2505.83,2508.22,2423.84,2442.25,5385607.147252001
2022-05-09 03:00:00,2442.26,2472.91,2434.88,2457.56,2416071.442889
2022-05-09 04:00:00,2457.56,2480.0,2452.32,2461.41,1067473.600413
2022-05-09 05:00:00,2461.42,2468.72,2438.0,2443.68,1396483.572439
2022-05-09 06:00:00,2443.68,2457.3,2423.85,2454.18,3033128.702177
2022-05-09 07:00:00,2454.17,2467.31,2446.69,2447.86,1556686.728023
2022-05-09 08:00:00,2447.86,2467.28,2430.12,2463.95,2291535.50013
2022-05-09 09:00:00,2463.96,2469.72,2441.13,2445.66,1359728.633126
2022-05-09 10:00:00,2445.66,2450.22,2362.41,2377.6,5686629.230918
2022-05-09 11:00:00,2377.6,2411.0,2362.42,2406.03,4074539.20871
2022-05-09 12:00:00,2406.04,2422.0,2390.83,2394.08,1955187.527023
2022-05-09 13:00:00,2394.08,2447.94,2385.0,2413.91,5664515.939673
2022-05-09 14:00:00,2413.9,2417.65,2370.68,2384.58,4741576.879747
2022-05-09 15:00:00,2384.59,2403.63,2345.0,2381.87,4259529.170752
2022-05-09 16:00:00,2381.87,2404.69,2321.03,2328.19,6711658.692009999
2022-05-09 17:00:00,2328.19,2348.32,2250.0,2299.87,7869223.866436001
2022-05-09 18:00:00,2299.87,2314.25,2244.63,2285.04,7845904.675898
2022-05-09 19:00:00,2285.05,2299.8,2225.0,2270.68,6971847.508674
2022-05-09 20:00:00,2270.68,2335.23,2263.66,2291.0,7747453.509646
2022-05-09 21:00:00,2290.99,2324.16,2272.96,2276.25,4656651.130677
2022-05-09 22:00:00,2276.45,2312.02,2263.68,2293.37,4523565.302842999
2022-05-09 23:00:00,2293.37,2312.14,2225.16,2228.55,5457493.712824
2022-05-10 00:00:00,2229.0,2300.28,2200.0,2288.28,9529042.760882
2022-05-10 01:00:00,2288.98,2342.99,2274.88,2310.89,5600880.804701
2022-05-10 02:00:00,2310.88,2350.0,2299.81,2322.64,4374473.238911
2022-05-10 03:00:00,2322.64,2344.18,2300.0,2300.79,3500995.920611
2022-05-10 04:00:00,2300.78,2357.97,2297.89,2344.64,3580122.653467
2022-05-10 05:00:00,2344.63,2416.8,2342.74,2405.0,3586872.567947
2022-05-10 06:00:00,2405.0,2439.99,2392.9,2398.14,3694133.298993
2022-05-10 07:00:00,2398.15,2413.42,2370.83,2373.68,3450979.607244
2022-05-10 08:00:00,2373.62,2404.79,2370.29,2385.7,3102788.888041
2022-05-10 09:00:00,2385.71,2397.24,2365.45,2374.01,2907151.5486969994
2022-05-10 10:00:00,2374.01,2389.55,2366.2,2370.5,2270649.904189
2022-05-10 11:00:00,2370.51,2411.63,2367.43,2402.0,1724005.202767
2022-05-10 12:00:00,2402.0,2457.08,2391.66,2444.98,2773802.357802
2022-05-10 13:00:00,2444.99,2457.34,2400.0,2425.76,5149108.29877
2022-05-10 14:00:00,2425.76,2443.0,2343.0,2357.89,5326918.623913
2022-05-10 15:00:00,2357.89,2379.13,2321.11,2361.99,5652269.145101
2022-05-10 16:00:00,2361.99,2374.0,2329.51,2353.52,4802023.544631
2022-05-10 17:00:00,2353.52,2410.21,2352.01,2400.38,3209443.897712
2022-05-10 18:00:00,2400.38,2401.81,2365.43,2377.47,2800256.374962
2022-05-10 19:00:00,2377.48,2388.14,2338.4,2354.28,2760174.371147
2022-05-10 20:00:00,2354.55,2358.0,2322.23,2328.64,1770638.583559
2022-05-10 21:00:00,2328.63,2340.49,2262.17,2263.91,3640540.77897
2022-05-10 22:00:00,2263.92,2332.39,2260.67,2320.16,6756325.223193
2022-05-10 23:00:00,2320.16,2367.76,2312.95,2342.05,4568952.139041
2022-05-11 00:00:00,2342.04,2385.0,2329.3,2355.37,3542432.230578
2022-05-11 01:00:00,2355.37,2360.55,2333.0,2337.13,2602612.378169
2022-05-11 02:00:00,2337.13,2386.0,2320.0,2377.28,4592869.158364
2022-05-11 03:00:00,2377.27,2392.99,2356.11,2360.53,2015730.881934
2022-05-11 04:00:00,2360.54,2371.42,2342.5,2352.9,2941868.127064
2022-05-11 05:00:00,2352.91,2406.64,2344.45,2380.93,5568344.979067
2022-05-11 06:00:00,2380.92,2386.96,2279.84,2293.85,3004219.3770210003
2022-05-11 07:00:00,2293.85,2333.83,2267.69,2315.13,11157340.981341
2022-05-11 08:00:00,2315.13,2381.28,2291.04,2377.98,8100008.168572
2022-05-11 09:00:00,2377.97,2439.07,2359.3,2436.07,4769358.873588
2022-05-11 10:00:00,2436.07,2451.37,2415.63,2433.0,4432699.244668
2022-05-11 11:00:00,2433.01,2443.7,2395.32,2410.22,3970071.050756
2022-05-11 12:00:00,2410.22,2429.87,2129.0,2174.94,8479722.738184
2022-05-11 13:00:00,2174.48,2395.18,2157.0,2341.08,17159736.343566
2022-05-11 14:00:00,2341.07,2385.81,2288.98,2349.05,13173835.185491
2022-05-11 15:00:00,2349.06,2351.16,2250.01,2264.53,9421360.815945
2022-05-11 16:00:00,2264.53,2283.14,2202.0,2209.3,8035336.631612999
2022-05-11 17:00:00,2209.3,2223.96,2146.4,2186.05,10250644.543959
2022-05-11 18:00:00,2185.22,2215.11,2165.47,2178.31,8218146.807464001
2022-05-11 19:00:00,2178.31,2192.99,2100.0,2117.42,8135197.211976
2022-05-11 20:00:00,2117.52,2151.72,2030.0,2042.84,10687779.61043
2022-05-11 21:00:00,2042.84,2110.0,2005.0,2097.36,7513095.154393
2022-05-11 22:00:00,2097.35,2119.39,2045.3,2083.73,6503954.888671
2022-05-11 23:00:00,2083.73,2104.61,2048.0,2084.99,5080775.074846
2022-05-12 00:00:00,2084.99,2195.0,2077.35,2152.25,6745618.483547999
2022-05-12 01:00:00,2152.25,2166.75,2094.58,2104.86,5059969.63571
2022-05-12 02:00:00,2104.86,2125.01,2045.23,2049.71,7197515.398774
2022-05-12 03:00:00,2049.7,2066.06,1971.55,1971.56,6864736.966275
2022-05-12 04:00:00,1971.56,1986.12,1850.0,1902.48,11515757.760513
2022-05-12 05:00:00,1902.47,1910.0,1800.0,1835.29,9984251.258247
2022-05-12 06:00:00,1835.29,1945.0,1815.0,1846.18,7340448.166337
2022-05-12 07:00:00,1846.18,1960.0,1800.0,1916.3,6196715.744585998
2022-05-12 08:00:00,1916.3,1940.53,1870.31,1914.68,3195318.272356
2022-05-12 09:00:00,1914.69,1950.66,1896.8,1916.09,3136105.864249
2022-05-12 10:00:00,1916.08,1993.64,1898.29,1979.36,2208490.6825340004
2022-05-12 11:00:00,1979.36,2020.0,1934.82,1952.76,3697414.682838
2022-05-12 12:00:00,1952.76,1985.3,1917.1,1959.35,4415695.775667
2022-05-12 13:00:00,1959.35,1975.61,1883.25,1909.12,8116645.057196
2022-05-12 14:00:00,1909.12,2027.0,1891.41,2026.04,6381024.922235999
2022-05-12 15:00:00,2026.04,2056.33,1968.0,1968.23,7209963.312383
2022-05-12 16:00:00,1968.23,2044.18,1962.66,2026.31,6498591.239256
2022-05-12 17:00:00,2026.69,2033.91,1929.65,1934.82,5150335.037702999
2022-05-12 18:00:00,1934.85,1952.68,1900.1,1910.62,3707694.873581
2022-05-12 19:00:00,1910.62,1968.17,1906.67,1945.28,3261813.85827
2022-05-12 20:00:00,1945.85,1959.06,1926.32,1930.49,2977766.675266
2022-05-12 21:00:00,1930.48,1933.01,1870.0,1914.44,3784349.092429
2022-05-12 22:00:00,1914.44,1932.0,1897.82,1924.18,2446136.666932
2022-05-12 23:00:00,1924.18,1984.12,1924.18,1960.22,3294706.3924330003
2022-05-13 00:00:00,1960.22,2027.14,1940.23,2013.13,3383025.581797
2022-05-13 01:00:00,2013.13,2046.0,1999.21,2018.69,3038980.5156
2022-05-13 02:00:00,2018.69,2077.42,2010.48,2065.05,4362801.885973
2022-05-13 03:00:00,2065.05,2115.0,2057.16,2096.46,4743233.815051001
2022-05-13 04:00:00,2096.46,2099.53,2070.0,2089.67,2319051.3661820004
2022-05-13 05:00:00,2089.68,2145.0,2080.3,2107.39,4595497.993829001
2022-05-13 06:00:00,2107.4,2124.78,2089.02,2094.53,2712649.391146
2022-05-13 07:00:00,2094.53,2096.73,2043.9,2048.16,2827022.173568
2022-05-13 08:00:00,2048.17,2078.84,2048.07,2068.88,2347812.027947
2022-05-13 09:00:00,2068.87,2099.58,2067.26,2076.8,2827624.1872300003
2022-05-13 10:00:00,2076.8,2104.62,2057.29,2097.04,2101662.821277
2022-05-13 11:00:00,2097.04,2125.0,2077.0,2114.99,2881347.67553
2022-05-13 12:00:00,2114.99,2134.99,2097.5,2120.23,2989762.3390880004
2022-05-13 13:00:00,2120.24,2133.32,2076.22,2124.73,6003008.917582001
2022-05-13 14:00:00,2124.73,2147.54,2112.17,2127.83,4088285.340146
2022-05-13 15:00:00,2127.84,2130.33,2080.12,2093.61,2729638.058172
2022-05-13 16:00:00,2093.62,2112.91,2054.29,2067.64,3649797.697511
2022-05-13 17:00:00,2067.64,2095.31,2051.2,2052.01,3083164.7944360003
2022-05-13 18:00:00,2052.01,2083.6,2030.0,2076.5,4211154.600386
2022-05-13 19:00:00,2076.49,2078.74,2055.07,2064.79,2195674.475475
2022-05-13 20:00:00,2064.8,2074.39,2044.42,2046.68,2071288.863961
2022-05-13 21:00:00,2046.67,2080.0,2041.28,2077.0,1605856.548403
2022-05-13 22:00:00,2076.99,2085.0,2056.11,2058.81,1063451.516631
2022-05-13 23:00:00,2058.82,2062.44,2001.01,2009.69,2401291.803689
2022-05-14 00:00:00,2009.69,2045.6,2001.45,2038.85,2539407.155564
2022-05-14 01:00:00,2038.84,2070.06,2025.83,2059.9,1499113.719558
2022-05-14 02:00:00,2059.9,2065.01,2043.48,2047.15,1246219.819239
2022-05-14 03:00:00,2047.14,2060.99,2040.04,2054.4,1283752.091189
2022-05-14 04:00:00,2054.4,2054.9,2016.02,2023.24,1136811.8103260002
2022-05-14 05:00:00,2023.24,2045.41,2014.67,2036.0,1244207.687111
2022-05-14 06:00:00,2036.0,2048.68,2027.24,2042.45,1096637.3563380002
2022-05-14 07:00:00,2042.46,2048.4,2028.33,2031.94,1044838.08426
2022-05-14 08:00:00,2031.94,2050.3,2027.66,2042.07,1301958.896578
2022-05-14 09:00:00,2042.06,2053.98,2020.42,2028.75,1351235.805156
2022-05-14 10:00:00,2028.75,2033.4,2010.07,2013.79,1366891.937457
2022-05-14 11:00:00,2013.8,2018.15,1970.75,1985.62,2627041.817701
2022-05-14 12:00:00,1985.62,2000.44,1973.91,1984.99,1168359.528027
2022-05-14 13:00:00,1985.0,1991.52,1957.27,1962.59,1699219.7139730002
2022-05-14 14:00:00,1962.59,1973.19,1951.21,1972.94,1775165.138512
2022-05-14 15:00:00,1972.94,1987.53,1961.09,1963.68,1178742.262941
2022-05-14 16:00:00,1963.68,2028.24,1955.0,2008.23,3707367.340299
2022-05-14 17:00:00,2008.23,2018.81,2000.0,2017.48,1495597.2523450002
2022-05-14 18:00:00,2017.47,2034.99,2011.67,2013.76,1474875.5439320002
2022-05-14 19:00:00,2013.75,2018.67,1986.57,1996.06,393065.48572699993
2022-05-14 20:00:00,1996.05,2019.99,1992.16,1998.34,361794.92506524996
2022-05-14 21:00:00,1998.34,2046.53,1993.39,2027.76,330524.3644035
2022-05-14 22:00:00,2027.75,2063.81,2022.41,2055.84,299253.80374175
2022-05-14 23:00:00,2055.84,2066.66,2041.86,2056.48,267983.24308000004
2022-05-15 00:00:00,2056.47,2079.4,2046.59,2053.07,1790201.062271
2022-05-15 01:00:00,2053.07,2056.21,2031.96,2040.5,932924.794443
2022-05-15 02:00:00,2040.49,2049.54,2022.12,2031.99,567800.496303
2022-05-15 03:00:00,2032.0,2034.65,2000.68,2014.2,1222259.508629
2022-05-15 04:00:00,2014.2,2022.0,2002.02,2015.29,739833.493972
2022-05-15 05:00:00,2015.29,2036.96,2006.03,2033.23,945339.538323
2022-05-15 06:00:00,2033.23,2039.65,2023.23,2036.35,509204.159296
2022-05-15 07:00:00,2036.34,2049.3,2033.39,2037.55,977404.957337
2022-05-15 08:00:00,2037.55,2040.32,2018.52,2022.53,914155.850714
2022-05-15 09:00:00,2022.53,2039.24,2020.0,2036.07,560895.507869
2022-05-15 10:00:00,2036.08,2056.31,2026.32,2054.88,966424.346555
2022-05-15 11:00:00,2054.88,2086.65,2047.82,2080.49,1702880.089027
2022-05-15 12:00:00,2080.48,2100.0,2076.06,2084.19,1972904.280004
2022-05-15 13:00:00,2084.19,2085.29,2066.0,2070.21,1034982.904907
2022-05-15 14:00:00,2070.2,2073.66,2055.32,2068.0,932897.6448219998
2022-05-15 15:00:00,2067.99,2082.9,2048.11,2062.57,1349184.264513
2022-05-15 16:00:00,2062.57,2090.0,2057.12,2083.11,1635271.978974
2022-05-15 17:00:00,2083.11,2092.2,2066.18,2067.58,1364602.416
2022-05-15 18:00:00,2067.58,2096.46,2065.74,2088.56,1714716.303164
2022-05-15 19:00:00,2088.56,2105.77,2079.93,2104.05,1577873.528579
2022-05-15 20:00:00,2104.04,2136.0,2096.53,2132.28,2931716.820439
2022-05-15 21:00:00,2132.28,2139.0,2119.0,2135.39,1545934.300123
2022-05-15 22:00:00,2135.39,2167.0,2130.11,2130.37,2711162.246344
2022-05-15 23:00:00,2130.37,2154.97,2127.81,2145.29,1184233.354373
2022-05-16 00:00:00,2145.29,2145.29,2116.63,2122.14,1510557.292011
2022-05-16 01:00:00,2122.13,2128.0,2087.64,2093.8,1943570.505093
2022-05-16 02:00:00,2093.8,2094.37,2075.45,2086.33,1646776.830668
2022-05-16 03:00:00,2086.33,2088.51,2066.71,2076.19,1196983.3245259998
2022-05-16 04:00:00,2076.19,2081.76,2063.2,2071.5,1159244.731356
2022-05-16 05:00:00,2071.48,2082.89,2064.42,2068.11,554596.872532
2022-05-16 06:00:00,2068.11,2068.11,2003.26,2009.12,3370535.250282
2022-05-16 07:00:00,2009.11,2026.61,1991.73,2011.92,2192882.322746
2022-05-16 08:00:00,2011.92,2029.44,2008.53,2028.09,739316.6556519999
2022-05-16 09:00:00,2028.08,2028.09,1998.86,2007.06,1427657.5107020002
2022-05-16 10:00:00,2007.06,2052.02,1980.1,2049.68,2877760.3574570003
2022-05-16 11:00:00,2049.69,2051.31,2031.06,2031.17,1599773.00905
